x	y	PANEL
169.243783	-0.415037499278844	1
170.40074	-0.461958546666336	1
171.715713	-0.405451450449646	1
174.170021	-0.448114896528275	1
175.917481	-0.483984852996335	1
177.72754	-0.44418384493836	1
179.066794	-0.415037499278844	1
180.935105	-0.56277226108709	1
182.374218	-0.494109070270043	1
182.998539	-0.309359421384307	1
183.264385	-0.364013496254377	1
184.96444	-0.416962376203336	1
185.209671	-0.360304766600418	1
185.919567	-0.289827251720338	1
185.93625	-0.358453970912476	1
188.800088	-0.358453970912476	1
190.701747	-0.373327247394007	1
0.065704	-0.258425152581204	2
1.625422	-0.101598140007807	2
1.880727	-0.289827251720338	2
1.916683	-0.077041035763828	2
1.958059	0.0257375614136083	2
2.036006	-0.432454552356253	2
2.157122	-0.394031641158542	2
2.168387	-0.369594528517677	2
2.350357	-0.256700472111743	2
2.447437	-0.248107861595691	2
2.517447	-0.148800661406706	2
3.073191	-0.349235440883098	2
5.641672	-0.457989644463391	2
6.112207	-0.347398782403481	2
7.003547	-0.260151897300673	2
8.321174	-0.325539348439741	2
10.005609	-0.44418384493836	2
11.406486	-0.446148031818874	2
13.057286	-0.284545872884282	2
13.689004	-0.45205668870965	2
14.508795	-0.332789087519129	2
15.739583	-0.38458370273713	2
16.695541	-0.438307278601691	2
19.447351	-0.573466861883327	2
21.564614	-0.560642821525743	2
24.584649	-0.457989644463391	2
24.961531	-0.481968507397831	2
26.956737	-0.547931769776189	2
28.251612	-0.334607228958109	2
28.550402	-0.373327247394007	2
29.771938	-0.428565884123491	2
31.068114	-0.38458370273713	2
32.243891	-0.459972730742493	2
34.592644	-0.239566125329888	2
36.998489	-0.432454552356253	2
38.113835	-0.375197234747053	2
39.256517	-0.416962376203336	2
39.668374	-0.22431729826094	2
40.120875	-0.31114825613412	2
41.66223	0.200378797984026	2
43.278631	-0.475936324222789	2
43.882916	-0.454031630894707	2
44.82415	-0.234465253637023	2
47.569927	-0.45205668870965	2
48.093773	-0.426625473554056	2
48.69463	-0.364013496254377	2
49.632735	-0.258425152581204	2
52.823522	-0.415037499278844	2
54.228477	-0.45205668870965	2
54.228492	-0.42081985187285	2
54.797001	-0.494109070270043	2
55.094602	-0.321928094887362	2
55.127892	-0.504304837375931	2
55.381045	-0.428565884123491	2
55.54284	-0.44418384493836	2
57.971845	-0.706041020971305	2
60.701409	0.0510240030244669	2
60.701835	-0.556393348524385	2
63.778764	-0.340075441597622	2
65.591633	-0.569179503480228	2
66.880257	-0.483984852996335	2
69.011371	-0.63710935733414	2
70.109915	-1.17462139610707	2
70.343474	-0.275786313242642	2
73.022294	-0.275786313242642	2
74.592058	-0.524915117051217	2
74.697219	-0.401634794676355	2
74.748368	-0.717856771218502	2
74.864464	-0.579921884020626	2
76.317834	-0.352915787371046	2
77.977805	-0.354759487354735	2
80.724502	-0.477944250839036	2
82.703528	-0.288064643021079	2
86.212697	-0.496142467422571	2
88.407227	-0.552156355637915	2
88.690874	-0.181149439104566	2
88.884182	-0.302226180444814	2
88.88486	-0.436353730515936	2
88.969581	-0.329159664118438	2
90.116999	-0.768567591552035	2
90.52694	-0.465938397578882	2
90.555002	-0.473931188332412	2
92.252612	-0.274040765490812	2
93.258499	-0.50635266602479	2
94.386958	-0.524915117051217	2
94.443845	-0.345564459154601	2
96.028127	-0.318325858207167	2
96.686836	-0.397828209246621	2
99.459856	-0.265344566520995	2
102.848409	-0.494109070270043	2
103.387317	-0.42081985187285	2
106.209939	-0.461958546666336	2
107.517214	-0.307572801910292	2
109.065806	-0.473931188332412	2
110.645451	-0.293358942690592	2
111.429496	-0.318325858207167	2
111.5248	-0.475936324222789	2
112.990431	-0.375197234747053	2
114.318711	-0.550042516371997	2
116.101819	-0.85464861442738	2
116.876332	-0.31114825613412	2
118.853572	-0.251538766995965	2
119.814166	-0.321928094887362	2
120.850903	-0.623709616662948	2
121.496367	-0.494109070270043	2
122.59512	-0.316528107144772	2
122.625614	-0.582079992188035	2
122.632005	-0.569179503480228	2
123.496907	-0.312939311660108	2
123.735944	-0.320125852253377	2
123.767357	-0.0603972796439563	2
124.676854	-0.481968507397831	2
126.135267	-0.415037499278844	2
127.03174	-0.518701058452435	2
128.093319	-0.543719518489275	2
128.733494	-0.351074440546879	2
129.148546	-0.354759487354735	2
130.315557	-0.397828209246621	2
131.54972	-0.486004020632987	2
132.961115	-0.446148031818874	2
133.844476	-0.717856771218502	2
138.894256	-0.432454552356253	2
139.724783	-0.204233052217608	2
140.65814	-0.364013496254377	2
140.864689	-0.261880711217424	2
142.356094	-0.457989644463391	2
144.042117	-0.382701517159154	2
144.409756	-0.3040061868901	2
144.462202	-0.577766999316952	2
144.908923	-0.382701517159154	2
147.697471	-0.488026018218199	2
149.203521	-0.529072742524873	2
150.518202	-0.471928835421265	2
152.259004	-0.432454552356253	2
153.167782	-0.172993990361023	2
154.360035	-0.416962376203336	2
155.446227	-0.567040592723894	2
158.961081	-0.550042516371997	2
160.480851	-0.397828209246621	2
160.574981	-0.438307278601691	2
161.549129	-0.547931769776189	2
164.799517	-0.708396441969435	2
169.243783	-0.415037499278844	2
170.40074	-0.461958546666336	2
171.715713	-0.405451450449646	2
174.170021	-0.448114896528275	2
175.917481	-0.483984852996335	2
177.72754	-0.44418384493836	2
179.066794	-0.415037499278844	2
180.935105	-0.56277226108709	2
182.374218	-0.494109070270043	2
182.998539	-0.309359421384307	2
183.264385	-0.364013496254377	2
184.96444	-0.416962376203336	2
185.209671	-0.360304766600418	2
185.919567	-0.289827251720338	2
185.93625	-0.358453970912476	2
188.800088	-0.358453970912476	2
190.701747	-0.373327247394007	2
0.018094	0.0676387168753633	3
0.089172	0.0313951962755343	3
0.156756	-0.00723156923107586	3
0.326969	-0.0144995696951151	3
1.048419	0.0398402645317911	3
1.472476	0.0962618530584035	3
2.063049	-0.0174170530774094	3
2.32313	-0.0144995696951151	3
2.47706	0.0524158941511385	3
2.652021	0.0313951962755343	3
2.724564	0.0881415968690176	3
2.760665	0.0172092900322231	3
2.803968	-0.0724827538015237	3
2.892	0.037030730944967	3
3.098882	0.128293401009818	3
3.613143	0.0840642647884745	3
3.805428	0.0454429707611671	3
3.89164	0.0962618530584035	3
3.923351	0.0524158941511385	3
3.942195	-0.0218043703183484	3
4.051716	0.112366523072563	3
4.169248	0.00863030514344006	3
4.197158	-0.00868224309980088	3
4.347957	0.0840642647884745	3
4.391178	0.0454429707611671	3
5.906833	-0.0499049058263139	3
5.907301	-0.0543922968186278	3
7.177474	0.0482361856528476	3
8.107742	0.133563525741106	3
8.17939	-0.0144995696951151	3
8.916469	-0.00868224309980088	3
9.470069	0.0496307677246004	3
9.573857	-0.00578235259400611	3
10.544105	0.0676387168753633	3
11.607188	0.11503324294624	3
11.885382	0.0908534304511135	3
12.173642	0.00863030514344006	3
13.287908	0.0454429707611671	3
13.472545	-0.0985055449524251	3
13.951583	-0.0130430374755989	3
14.310545	0.00288250853312137	3
14.681308	0.00144197417390632	3
15.291502	-0.0203404482841755	3
15.647903	-0.0350469470992008	3
15.94947	0.034215715337913	3
15.989525	0	3
15.998838	0.0157829972409275	3
16.07092	-0.100051013810328	3
16.084178	0.0881415968690176	3
16.498022	-0.0439433475875971	3
16.875775	-0.0115879742752118	3
17.554158	-0.0159575739029762	3
18.160714	-0.036525876025114	3
18.730165	0.0482361856528476	3
19.977922	0.0100636833446975	3
20.401077	-0.036525876025114	3
20.436359	-0.0320936297098533	3
21.380477	0.01292617444427	3
22.616176	-0.0101343771337132	3
22.937664	-0.0846703239869906	3
23.250404	0	3
23.420855	-0.0513991525066443	3
24.064063	-0.189351252217354	3
24.200448	0.00575926928868495	3
24.849156	-0.0424567992428948	3
25.001207	0.0468402542029724	3
25.301722	-0.0469210473874926	3
25.435934	0.0565835283663675	3
26.949596	0.00863030514344006	3
28.174167	-0.0247366783215064	3
28.533745	0.0690146779151805	3
29.407608	0.0229004021100788	3
31.385444	0.0579700686373299	3
32.160396	0.119024103142275	3
33.024836	0.00575926928868495	3
34.443749	-0.128156351490682	3
34.833464	-0.00578235259400611	3
35.604996	-0.00144341686966872	3
35.959547	-0.0394882898809755	3
36.757702	-0.00578235259400611	3
36.919298	0.0100636833446975	3
37.365997	-0.0306192350583921	3
37.490016	-0.0409717810563062	3
37.866357	0.0398402645317911	3
38.459725	0.0454429707611671	3
39.156423	-0.0115879742752118	3
39.564398	-0.0174170530774094	3
41.06023	-0.0484122051852459	3
41.31601	-0.0484122051852459	3
42.480942	0.00288250853312137	3
43.429254	-0.0543922968186278	3
44.077612	-0.045431429247006	3
44.833784	-0.00868224309980088	3
46.251639	0.116364756691785	3
46.439962	0.0157829972409275	3
47.624144	0.0538064436957938	3
47.840945	0.00144197417390632	3
47.953763	0.00144197417390632	3
48.875565	-0.0588936890535686	3
49.142972	-0.036525876025114	3
49.174692	0.0200576523412535	3
49.965815	-0.0247366783215064	3
50.972212	-0.0350469470992008	3
51.265061	-0.0394882898809755	3
52.197143	-0.0188780102056894	3
52.19725	-0.0484122051852459	3
53.219163	-0.0499049058263139	3
53.811542	0.0100636833446975	3
53.830898	0.0257375614136083	3
54.756564	0.00863030514344006	3
55.747802	-0.0174170530774094	3
56.431935	-0.0603972796439563	3
57.15474	-0.0115879742752118	3
58.100308	0.00144197417390632	3
58.369556	-0.0335695326937018	3
59.272959	0.0214797274104514	3
59.904923	0.0257375614136083	3
60.306386	-0.103146927103293	3
60.613489	-0.0130430374755989	3
60.874144	0.0468402542029724	3
61.074246	-0.0247366783215064	3
62.259094	0.0398402645317911	3
62.324542	0.0271540515037266	3
62.471817	-0.00578235259400611	3
63.486946	0.0758748669751276	3
63.712898	0.0328061450832415	3
64.81751	-0.00723156923107586	3
65.305534	0.00863030514344006	3
65.496522	0.0257375614136083	3
65.646819	-0.0306192350583921	3
65.921569	0.0328061450832415	3
66.723753	-0.0380063225797449	3
66.762984	0.00863030514344006	3
67.72931	-0.0664273617389761	3
68.951584	0.0114956388378294	3
69.159219	0.0143552929770701	3
69.976854	0.0758748669751276	3
70.546347	0.0745054363636298	3
70.549941	0.0243196791954129	3
70.605398	0.037030730944967	3
70.633617	-0.0499049058263139	3
70.651766	-0.0513991525066443	3
70.775675	0.0328061450832415	3
71.308166	0.00863030514344006	3
71.90826	-0.00433459026389113	3
72.302042	0.0538064436957938	3
73.066099	0.0398402645317911	3
73.906832	0.0908534304511135	3
74.840471	0.0482361856528476	3
75.012855	0.018634174139051	3
75.19293	-0.00144341686966872	3
75.192976	0.0607391578576785	3
75.240764	0.0648828515848544	3
75.261351	0.063502942306158	3
75.272617	0.0229004021100788	3
75.341883	0.00144197417390632	3
75.545864	0.00144197417390632	3
76.34445	-0.0740005814437769	3
77.470557	-0.0424567992428948	3
78.452106	-0.0619024389259069	3
79.70842	-0.00433459026389113	3
80.296291	-0.077041035763828	3
80.523579	-0.0320936297098533	3
81.734171	-0.00288827932482651	3
82.612148	-0.101598140007807	3
83.858474	-0.0694518807521452	3
84.359475	-0.0130430374755989	3
85.504949	0.0854246562526777	3
85.52348	-0.0484122051852459	3
86.420942	0.0482361856528476	3
86.676493	-0.00144341686966872	3
86.994493	0.0285691521967709	3
87.158775	0.0621217119077975	3
88.744839	0.0157829972409275	3
89.924947	-0.00868224309980088	3
90.25652	-0.0694518807521452	3
90.318928	-0.117161344232749	3
91.939385	-0.00433459026389113	3
95.326879	0.0229004021100788	3
95.413528	0.0894981508391026	3
96.265487	-0.0203404482841755	3
96.312109	0.0813396274519388	3
97.306102	0.0440443327060212	3
97.476653	0.104336659814736	3
98.645694	0.0510240030244669	3
99.324877	0.0100636833446975	3
100.347061	0.0229004021100788	3
100.34723	0.00288250853312137	3
100.907896	-0.0188780102056894	3
102.210332	-0.0558912008920451	3
102.507425	0.0100636833446975	3
102.86083	-0.0664273617389761	3
103.040923	-0.0101343771337132	3
103.343147	-0.0247366783215064	3
105.095092	-0.00578235259400611	3
106.028087	0.0157829972409275	3
107.054593	0.00575926928868495	3
107.481213	-0.0130430374755989	3
107.505132	-0.0291463456595165	3
108.765586	-0.0159575739029762	3
110.302679	0.00863030514344006	3
110.344122	0.10701824988212	3
111.292001	-0.0291463456595165	3
112.232159	-0.0831412353002459	3
112.662652	-0.00288827932482651	3
112.815853	0.0593552776164212	3
112.88755	0.0328061450832415	3
113.507998	-0.0350469470992008	3
113.568172	-0.0174170530774094	3
113.708876	0.00575926928868495	3
113.883107	0.0157829972409275	3
114.375346	-0.0174170530774094	3
115.3202	0.0565835283663675	3
116.225034	-0.077041035763828	3
117.283939	-0.0409717810563062	3
117.544806	-0.0740005814437769	3
118.370569	0.00719550140420377	3
119.566175	-0.00288827932482651	3
120.031078	0.0285691521967709	3
120.621651	0.0593552776164212	3
120.714258	0.0454429707611671	3
121.720768	0.105678077894537	3
122.364724	0.0229004021100788	3
122.807031	0.0454429707611671	3
122.864059	-0.0588936890535686	3
124.052853	-0.0588936890535686	3
125.082441	-0.0816137655536521	3
125.38224	-0.00578235259400611	3
125.882541	-0.0306192350583921	3
126.019498	-0.0740005814437769	3
126.448535	-0.0306192350583921	3
127.000897	-0.0174170530774094	3
127.32073	-0.00868224309980088	3
127.774759	0.0114956388378294	3
127.950234	0.0200576523412535	3
128.458173	-0.318325858207167	3
128.537463	0.070389327891398	3
129.730206	-0.0619024389259069	3
130.012394	0.0717626693000913	3
131.656555	0.134878054343112	3
131.868975	-0.0469210473874926	3
133.750463	-0.0573916638883367	3
134.421629	0.0356239097307212	3
135.596158	-0.0694518807521452	3
135.801606	-0.0439433475875971	3
136.675921	0.0524158941511385	3
137.133778	-0.142417044615852	3
138.155772	-0.0174170530774094	3
138.94099	0.0114956388378294	3
139.813156	-0.0923401721467106	3
140.508004	-0.0619024389259069	3
140.892425	-0.0306192350583921	3
141.609822	-0.0499049058263139	3
141.965283	-0.0144995696951151	3
142.575094	-0.0634091701760615	3
143.052914	-0.0543922968186278	3
143.232374	-0.0350469470992008	3
144.171546	-0.103146927103293	3
144.717483	-0.00723156923107586	3
144.819911	-0.0276749584428483	3
145.143641	-0.0694518807521452	3
145.17112	0.0356239097307212	3
146.462367	-0.0969617298870879	3
147.099703	-0.0380063225797449	3
147.617039	-0.0144995696951151	3
148.524582	-0.107803289534515	3
149.996584	-0.0469210473874926	3
150.88518	-0.0101343771337132	3
151.008753	-0.0846703239869906	3
152.156956	-0.0174170530774094	3
152.904604	0.0454429707611671	3
153.725993	0	3
154.161955	-0.0558912008920451	3
154.911794	-0.0232697793228472	3
155.669665	-0.0724827538015237	3
155.916074	-0.0380063225797449	3
157.054967	-0.0985055449524251	3
157.219491	-0.0232697793228472	3
158.468001	-0.0188780102056894	3
158.511647	0.00863030514344006	3
158.516202	-0.0203404482841755	3
158.522874	-0.045431429247006	3
158.526455	-0.00723156923107586	3
158.532412	-0.0174170530774094	3
159.857521	0	3
160.03304	0.034215715337913	3
160.980818	-0.0831412353002459	3
161.915423	-0.00144341686966872	3
162.844303	-0.0679388286565756	3
163.801704	0.0214797274104514	3
164.343526	-0.0785636691937021	3
165.700664	0.0172092900322231	3
166.143859	-0.0188780102056894	3
167.215578	-0.0380063225797449	3
167.215947	-0.0877333719335504	3
168.70339	0.0840642647884745	3
169.59639	-0.0394882898809755	3
170.049056	0.0299828662157143	3
171.268442	0.0172092900322231	3
171.534541	0.0565835283663675	3
172.359901	-0.0380063225797449	3
172.735693	0.0412429822318813	3
172.791902	-0.00578235259400611	3
174.035147	-0.00723156923107586	3
174.035212	-0.0543922968186278	3
174.937222	-0.00433459026389113	3
175.997628	0.0440443327060212	3
176.515909	-0.00868224309980088	3
176.924202	0.00575926928868495	3
178.354556	-0.0543922968186278	3
178.681182	-0.0724827538015237	3
178.681202	-0.0306192350583921	3
179.602168	-0.00723156923107586	3
180.180007	0.0285691521967709	3
180.618313	0.0468402542029724	3
181.36769	-0.036525876025114	3
182.279435	-0.0649174766813385	3
182.845708	-0.0499049058263139	3
182.978677	-0.0203404482841755	3
184.166193	0.0229004021100788	3
185.54228	0.0229004021100788	3
186.573083	-0.0634091701760615	3
187.081947	0.00863030514344006	3
187.349124	-0.036525876025114	3
187.833585	-0.0484122051852459	3
188.635547	0.0143552929770701	3
189.065334	-0.0528949484321255	3
189.465004	-0.0513991525066443	3
190.359644	-0.0232697793228472	3
190.557737	-0.0439433475875971	3
191.229564	-0.00868224309980088	3
191.453947	-0.0603972796439563	3
191.788787	-0.0306192350583921	3
192.770593	-0.0816137655536521	3
192.910756	-0.0588936890535686	3
194.253124	-0.0276749584428483	3
195.011018	-0.0499049058263139	3
195.468674	-0.0573916638883367	3
195.522156	-0.107803289534515	3
196.697692	-0.0484122051852459	3
197.097769	0.00863030514344006	3
197.718453	0.0285691521967709	3
198.142825	0.0454429707611671	3
198.859837	-0.0679388286565756	3
199.668211	0.0285691521967709	3
200.734104	0.0412429822318813	3
201.628116	-0.0232697793228472	3
201.930465	0	3
202.050273	0.00863030514344006	3
202.101238	-0.0484122051852459	3
202.264005	0.0621217119077975	3
203.608824	-0.0424567992428948	3
203.612601	0.0962618530584035	3
204.555086	0.0356239097307212	3
205.114521	0.0454429707611671	3
206.344621	0.0172092900322231	3
206.618493	0.037030730944967	3
207.331084	0.0607391578576785	3
208.069321	0.034215715337913	3
208.893161	0.0257375614136083	3
209.353606	-0.0320936297098533	3
210.692664	-0.0679388286565756	3
211.413345	-0.0291463456595165	3
212.163258	-0.0603972796439563	3
212.164262	-0.0740005814437769	3
212.18987	-0.101598140007807	3
212.226837	-0.0877333719335504	3
212.233237	-0.0424567992428948	3
213.452759	-0.0679388286565756	3
214.534853	0.0538064436957938	3
214.868993	-0.00144341686966872	3
215.558447	-0.0543922968186278	3
216.192292	-0.0320936297098533	3
216.980915	0.0328061450832415	3
217.030454	0.037030730944967	3
217.229433	0.0384361816561079	3
218.455869	0.0579700686373299	3
219.706576	0.0243196791954129	3
219.970764	0.0285691521967709	3
220.272161	0.151858816727005	3
221.243188	0.00288250853312137	3
221.472061	-0.0831412353002459	3
222.618023	0.0607391578576785	3
223.091894	-0.0276749584428483	3
223.79055	0.0384361816561079	3
224.559661	0.0243196791954129	3
224.593061	0.0621217119077975	3
225.244461	-0.00723156923107586	3
226.077158	-0.077041035763828	3
227.239045	-0.0174170530774094	3
228.575934	0.119024103142275	3
228.575981	0.0676387168753633	3
230.01143	-0.0424567992428948	3
230.240137	-0.0203404482841755	3
230.302789	0.0271540515037266	3
230.678713	-0.0724827538015237	3
232.23841	0.128293401009818	3
233.709132	0.0440443327060212	3
234.084857	-0.0115879742752118	3
234.336279	-0.036525876025114	3
234.792446	0.070389327891398	3
234.80809	0.0551956542421246	3
236.092674	0.00719550140420377	3
237.215708	0.12565110166152	3
237.375684	0.0662614422687213	3
238.32141	0.0962618530584035	3
238.945164	-0.077041035763828	3
239.227603	0.0257375614136083	3
239.471307	-0.0232697793228472	3
240.618997	0.0607391578576785	3
240.884471	0.00144197417390632	3
242.024751	-0.0232697793228472	3
242.801018	0.063502942306158	3
242.918939	-0.0619024389259069	3
0.018094	0.0676387168753633	4
0.089172	0.0313951962755343	4
0.156756	-0.00723156923107586	4
0.326969	-0.0144995696951151	4
1.048419	0.0398402645317911	4
1.472476	0.0962618530584035	4
2.063049	-0.0174170530774094	4
2.32313	-0.0144995696951151	4
2.47706	0.0524158941511385	4
2.652021	0.0313951962755343	4
2.724564	0.0881415968690176	4
2.760665	0.0172092900322231	4
2.803968	-0.0724827538015237	4
2.892	0.037030730944967	4
3.098882	0.128293401009818	4
3.613143	0.0840642647884745	4
3.805428	0.0454429707611671	4
3.89164	0.0962618530584035	4
3.923351	0.0524158941511385	4
3.942195	-0.0218043703183484	4
4.051716	0.112366523072563	4
4.169248	0.00863030514344006	4
4.197158	-0.00868224309980088	4
4.347957	0.0840642647884745	4
4.391178	0.0454429707611671	4
5.906833	-0.0499049058263139	4
5.907301	-0.0543922968186278	4
7.177474	0.0482361856528476	4
8.107742	0.133563525741106	4
8.17939	-0.0144995696951151	4
8.916469	-0.00868224309980088	4
9.470069	0.0496307677246004	4
9.573857	-0.00578235259400611	4
10.544105	0.0676387168753633	4
11.607188	0.11503324294624	4
11.885382	0.0908534304511135	4
12.173642	0.00863030514344006	4
13.287908	0.0454429707611671	4
13.472545	-0.0985055449524251	4
13.951583	-0.0130430374755989	4
14.310545	0.00288250853312137	4
14.681308	0.00144197417390632	4
15.291502	-0.0203404482841755	4
15.647903	-0.0350469470992008	4
15.94947	0.034215715337913	4
15.989525	0	4
15.998838	0.0157829972409275	4
16.07092	-0.100051013810328	4
16.084178	0.0881415968690176	4
16.498022	-0.0439433475875971	4
16.875775	-0.0115879742752118	4
17.554158	-0.0159575739029762	4
18.160714	-0.036525876025114	4
18.730165	0.0482361856528476	4
19.977922	0.0100636833446975	4
20.401077	-0.036525876025114	4
20.436359	-0.0320936297098533	4
21.380477	0.01292617444427	4
22.616176	-0.0101343771337132	4
22.937664	-0.0846703239869906	4
23.250404	0	4
23.420855	-0.0513991525066443	4
24.064063	-0.189351252217354	4
24.200448	0.00575926928868495	4
24.849156	-0.0424567992428948	4
25.001207	0.0468402542029724	4
25.301722	-0.0469210473874926	4
25.435934	0.0565835283663675	4
26.949596	0.00863030514344006	4
28.174167	-0.0247366783215064	4
28.533745	0.0690146779151805	4
29.407608	0.0229004021100788	4
31.385444	0.0579700686373299	4
32.160396	0.119024103142275	4
33.024836	0.00575926928868495	4
34.443749	-0.128156351490682	4
34.833464	-0.00578235259400611	4
35.604996	-0.00144341686966872	4
35.959547	-0.0394882898809755	4
36.757702	-0.00578235259400611	4
36.919298	0.0100636833446975	4
37.365997	-0.0306192350583921	4
37.490016	-0.0409717810563062	4
37.866357	0.0398402645317911	4
38.459725	0.0454429707611671	4
39.156423	-0.0115879742752118	4
39.564398	-0.0174170530774094	4
41.06023	-0.0484122051852459	4
41.31601	-0.0484122051852459	4
42.480942	0.00288250853312137	4
43.429254	-0.0543922968186278	4
44.077612	-0.045431429247006	4
44.833784	-0.00868224309980088	4
46.251639	0.116364756691785	4
46.439962	0.0157829972409275	4
47.624144	0.0538064436957938	4
47.840945	0.00144197417390632	4
47.953763	0.00144197417390632	4
48.875565	-0.0588936890535686	4
49.142972	-0.036525876025114	4
49.174692	0.0200576523412535	4
49.965815	-0.0247366783215064	4
50.972212	-0.0350469470992008	4
51.265061	-0.0394882898809755	4
52.197143	-0.0188780102056894	4
52.19725	-0.0484122051852459	4
53.219163	-0.0499049058263139	4
53.811542	0.0100636833446975	4
53.830898	0.0257375614136083	4
54.756564	0.00863030514344006	4
55.747802	-0.0174170530774094	4
56.431935	-0.0603972796439563	4
57.15474	-0.0115879742752118	4
58.100308	0.00144197417390632	4
58.369556	-0.0335695326937018	4
59.272959	0.0214797274104514	4
59.904923	0.0257375614136083	4
60.306386	-0.103146927103293	4
60.613489	-0.0130430374755989	4
60.874144	0.0468402542029724	4
61.074246	-0.0247366783215064	4
62.259094	0.0398402645317911	4
62.324542	0.0271540515037266	4
62.471817	-0.00578235259400611	4
63.486946	0.0758748669751276	4
63.712898	0.0328061450832415	4
64.81751	-0.00723156923107586	4
65.305534	0.00863030514344006	4
65.496522	0.0257375614136083	4
65.646819	-0.0306192350583921	4
65.921569	0.0328061450832415	4
