xmin	xmax	key	showSelected1	showSelected2	PANEL	group
-1.61352325015284	-1.11352325015284	infinite	infinite	-0.22	1	2
-1.60580581177453	-1.10580581177453	finite	finite	0.0600000000000001	1	1
-1.57352325015284	-1.07352325015284	infinite	infinite	-0.18	1	2
-1.56580581177453	-1.06580581177453	finite	finite	0.1	1	1
-1.53352325015284	-1.03352325015284	infinite	infinite	-0.14	1	2
-1.52580581177453	-1.02580581177453	finite	finite	0.14	1	1
-1.49352325015284	-0.99352325015284	infinite	infinite	-0.1	1	2
-1.49352325015284	-0.99352325015284	infinite	infinite	-0.1	1	2
-1.48580581177453	-0.985805811774526	finite	finite	0.18	1	1
-1.45352325015284	-0.95352325015284	infinite	infinite	-0.0600000000000001	1	2
-1.44580581177453	-0.945805811774527	finite	finite	0.22	1	1
-1.41352325015284	-0.91352325015284	infinite	infinite	-0.02	1	2
-1.40580581177453	-0.905805811774527	finite	finite	0.26	1	1
-1.37352325015284	-0.87352325015284	infinite	infinite	0.02	1	2
-1.36580581177453	-0.865805811774527	finite	finite	0.3	1	1
-1.33352325015284	-0.83352325015284	infinite	infinite	0.0600000000000001	1	2
-1.32580581177453	-0.825805811774526	finite	finite	0.34	1	1
-1.29352325015284	-0.79352325015284	infinite	infinite	0.1	1	2
-1.28580581177453	-0.785805811774526	finite	finite	0.38	1	1
-1.25352325015284	-0.75352325015284	infinite	infinite	0.14	1	2
-1.24580581177453	-0.745805811774526	finite	finite	0.42	1	1
-1.21352325015284	-0.71352325015284	infinite	infinite	0.18	1	2
-1.20580581177453	-0.705805811774526	finite	finite	0.46	1	1
-1.17352325015284	-0.67352325015284	infinite	infinite	0.22	1	2
-1.16580581177453	-0.665805811774526	finite	finite	0.5	1	1
-1.13352325015284	-0.63352325015284	infinite	infinite	0.26	1	2
-1.12580581177453	-0.625805811774526	finite	finite	0.54	1	1
-1.09352325015284	-0.59352325015284	infinite	infinite	0.3	1	2
-1.08580581177453	-0.585805811774526	finite	finite	0.58	1	1
-1.05352325015284	-0.55352325015284	infinite	infinite	0.34	1	2
-1.04580581177453	-0.545805811774526	finite	finite	0.62	1	1
-1.01352325015284	-0.51352325015284	infinite	infinite	0.38	1	2
-1.00580581177453	-0.505805811774526	finite	finite	0.66	1	1
-0.97352325015284	-0.47352325015284	infinite	infinite	0.42	1	2
-0.965805811774526	-0.465805811774526	finite	finite	0.7	1	1
-0.93352325015284	-0.43352325015284	infinite	infinite	0.46	1	2
-0.925805811774526	-0.425805811774526	finite	finite	0.74	1	1
-0.89352325015284	-0.39352325015284	infinite	infinite	0.5	1	2
-0.885805811774526	-0.385805811774526	finite	finite	0.78	1	1
-0.85352325015284	-0.35352325015284	infinite	infinite	0.54	1	2
-0.845805811774526	-0.345805811774526	finite	finite	0.82	1	1
-0.81352325015284	-0.31352325015284	infinite	infinite	0.58	1	2
-0.805805811774526	-0.305805811774526	finite	finite	0.86	1	1
-0.77352325015284	-0.27352325015284	infinite	infinite	0.62	1	2
-0.765805811774526	-0.265805811774526	finite	finite	0.9	1	1
-0.73352325015284	-0.23352325015284	infinite	infinite	0.66	1	2
-0.725805811774526	-0.225805811774526	finite	finite	0.94	1	1
-0.69352325015284	-0.19352325015284	infinite	infinite	0.7	1	2
-0.685805811774526	-0.185805811774526	finite	finite	0.98	1	1
-0.65352325015284	-0.15352325015284	infinite	infinite	0.74	1	2
-0.645805811774526	-0.145805811774526	finite	finite	1.02	1	1
-0.61352325015284	-0.11352325015284	infinite	infinite	0.78	1	2
-0.605805811774526	-0.105805811774526	finite	finite	1.06	1	1
-0.57352325015284	-0.07352325015284	infinite	infinite	0.82	1	2
-0.565805811774526	-0.0658058117745262	finite	finite	1.1	1	1
-0.53352325015284	-0.03352325015284	infinite	infinite	0.86	1	2
-0.525805811774526	-0.0258058117745261	finite	finite	1.14	1	1
-0.49352325015284	0.00647674984716007	infinite	infinite	0.9	1	2
-0.485805811774526	0.0141941882254739	finite	finite	1.18	1	1
-0.45352325015284	0.0464767498471601	infinite	infinite	0.94	1	2
-0.445805811774526	0.054194188225474	finite	finite	1.22	1	1
-0.41352325015284	0.0864767498471601	infinite	infinite	0.98	1	2
-0.405805811774527	0.0941941882254735	finite	finite	1.26	1	1
-0.37352325015284	0.12647674984716	infinite	infinite	1.02	1	2
-0.365805811774526	0.134194188225474	finite	finite	1.3	1	1
-0.33352325015284	0.16647674984716	infinite	infinite	1.06	1	2
-0.325805811774526	0.174194188225474	finite	finite	1.34	1	1
-0.29352325015284	0.20647674984716	infinite	infinite	1.1	1	2
-0.285805811774526	0.214194188225474	finite	finite	1.38	1	1
-0.25352325015284	0.24647674984716	infinite	infinite	1.14	1	2
-0.245805811774526	0.254194188225474	finite	finite	1.42	1	1
-0.21352325015284	0.28647674984716	infinite	infinite	1.18	1	2
-0.205805811774526	0.294194188225474	finite	finite	1.46	1	1
-0.17352325015284	0.32647674984716	infinite	infinite	1.22	1	2
-0.165805811774526	0.334194188225474	finite	finite	1.5	1	1
-0.13352325015284	0.36647674984716	infinite	infinite	1.26	1	2
-0.125805811774526	0.374194188225474	finite	finite	1.54	1	1
-0.09352325015284	0.40647674984716	infinite	infinite	1.3	1	2
-0.0858058117745262	0.414194188225474	finite	finite	1.58	1	1
-0.05352325015284	0.44647674984716	infinite	infinite	1.34	1	2
-0.0458058117745261	0.454194188225474	finite	finite	1.62	1	1
-0.01352325015284	0.48647674984716	infinite	infinite	1.38	1	2
-0.0058058117745261	0.494194188225474	finite	finite	1.66	1	1
0.0264767498471601	0.52647674984716	infinite	infinite	1.42	1	2
0.0341941882254739	0.534194188225474	finite	finite	1.7	1	1
0.0664767498471601	0.56647674984716	infinite	infinite	1.46	1	2
0.0741941882254735	0.574194188225474	finite	finite	1.74	1	1
0.10647674984716	0.60647674984716	infinite	infinite	1.5	1	2
0.114194188225474	0.614194188225474	finite	finite	1.78	1	1
0.14647674984716	0.64647674984716	infinite	infinite	1.54	1	2
0.154194188225474	0.654194188225474	finite	finite	1.82	1	1
0.18647674984716	0.68647674984716	infinite	infinite	1.58	1	2
0.194194188225474	0.694194188225474	finite	finite	1.86	1	1
0.22647674984716	0.72647674984716	infinite	infinite	1.62	1	2
0.234194188225474	0.734194188225474	finite	finite	1.9	1	1
0.26647674984716	0.76647674984716	infinite	infinite	1.66	1	2
0.274194188225474	0.774194188225474	finite	finite	1.94	1	1
0.30647674984716	0.80647674984716	infinite	infinite	1.7	1	2
0.314194188225474	0.814194188225474	finite	finite	1.98	1	1
0.34647674984716	0.84647674984716	infinite	infinite	1.74	1	2
0.38647674984716	0.88647674984716	infinite	infinite	1.78	1	2
0.42647674984716	0.92647674984716	infinite	infinite	1.82	1	2
0.46647674984716	0.96647674984716	infinite	infinite	1.86	1	2
0.50647674984716	1.00647674984716	infinite	infinite	1.9	1	2
0.54647674984716	1.04647674984716	infinite	infinite	1.94	1	2
0.58647674984716	1.08647674984716	infinite	infinite	1.98	1	2
-5.53887596374943	-5.03887596374943	finite	finite	-2.1	2	1
-5.49887596374943	-4.99887596374943	finite	finite	-2.06	2	1
-5.45887596374943	-4.95887596374943	finite	finite	-2.02	2	1
-5.41887596374943	-4.91887596374943	finite	finite	-1.98	2	1
-5.37887596374943	-4.87887596374943	finite	finite	-1.94	2	1
-5.33887596374943	-4.83887596374943	finite	finite	-1.9	2	1
-5.29887596374943	-4.79887596374943	finite	finite	-1.86	2	1
-5.25887596374943	-4.75887596374943	finite	finite	-1.82	2	1
-5.21887596374943	-4.71887596374943	finite	finite	-1.78	2	1
-5.20840601097615	-4.70840601097615	infinite	infinite	-2.1	2	2
-5.17887596374943	-4.67887596374943	finite	finite	-1.74	2	1
-5.16840601097615	-4.66840601097615	infinite	infinite	-2.06	2	2
-5.13887596374943	-4.63887596374943	finite	finite	-1.7	2	1
-5.12840601097615	-4.62840601097615	infinite	infinite	-2.02	2	2
-5.09887596374943	-4.59887596374943	finite	finite	-1.66	2	1
-5.08840601097615	-4.58840601097615	infinite	infinite	-1.98	2	2
-5.05887596374943	-4.55887596374943	finite	finite	-1.62	2	1
-5.04840601097615	-4.54840601097615	infinite	infinite	-1.94	2	2
-5.01887596374943	-4.51887596374943	finite	finite	-1.58	2	1
-5.00840601097615	-4.50840601097615	infinite	infinite	-1.9	2	2
-4.97887596374943	-4.47887596374943	finite	finite	-1.54	2	1
-4.96840601097615	-4.46840601097615	infinite	infinite	-1.86	2	2
-4.93887596374943	-4.43887596374943	finite	finite	-1.5	2	1
-4.92840601097615	-4.42840601097615	infinite	infinite	-1.82	2	2
-4.89887596374943	-4.39887596374943	finite	finite	-1.46	2	1
-4.88840601097615	-4.38840601097615	infinite	infinite	-1.78	2	2
-4.85887596374943	-4.35887596374943	finite	finite	-1.42	2	1
-4.84840601097615	-4.34840601097615	infinite	infinite	-1.74	2	2
-4.81887596374943	-4.31887596374943	finite	finite	-1.38	2	1
-4.80840601097615	-4.30840601097615	infinite	infinite	-1.7	2	2
-4.77887596374943	-4.27887596374943	finite	finite	-1.34	2	1
-4.76840601097615	-4.26840601097615	infinite	infinite	-1.66	2	2
-4.73887596374943	-4.23887596374943	finite	finite	-1.3	2	1
-4.72840601097615	-4.22840601097615	infinite	infinite	-1.62	2	2
-4.69887596374943	-4.19887596374943	finite	finite	-1.26	2	1
-4.68840601097615	-4.18840601097615	infinite	infinite	-1.58	2	2
-4.65887596374943	-4.15887596374943	finite	finite	-1.22	2	1
-4.64840601097615	-4.14840601097615	infinite	infinite	-1.54	2	2
-4.61887596374943	-4.11887596374943	finite	finite	-1.18	2	1
-4.60840601097615	-4.10840601097615	infinite	infinite	-1.5	2	2
-4.57887596374943	-4.07887596374943	finite	finite	-1.14	2	1
-4.56840601097615	-4.06840601097615	infinite	infinite	-1.46	2	2
-4.53887596374943	-4.03887596374943	finite	finite	-1.1	2	1
-4.52840601097615	-4.02840601097615	infinite	infinite	-1.42	2	2
-4.49887596374943	-3.99887596374943	finite	finite	-1.06	2	1
-4.48840601097615	-3.98840601097615	infinite	infinite	-1.38	2	2
-4.45887596374943	-3.95887596374943	finite	finite	-1.02	2	1
-4.44840601097615	-3.94840601097615	infinite	infinite	-1.34	2	2
-4.41887596374943	-3.91887596374943	finite	finite	-0.98	2	1
-4.40840601097615	-3.90840601097615	infinite	infinite	-1.3	2	2
-4.37887596374943	-3.87887596374943	finite	finite	-0.94	2	1
-4.36840601097615	-3.86840601097615	infinite	infinite	-1.26	2	2
-4.33887596374943	-3.83887596374943	finite	finite	-0.9	2	1
-4.32840601097615	-3.82840601097615	infinite	infinite	-1.22	2	2
-4.29887596374943	-3.79887596374943	finite	finite	-0.86	2	1
-4.28840601097615	-3.78840601097615	infinite	infinite	-1.18	2	2
-4.25887596374943	-3.75887596374943	finite	finite	-0.82	2	1
-4.24840601097615	-3.74840601097615	infinite	infinite	-1.14	2	2
-4.21887596374943	-3.71887596374943	finite	finite	-0.78	2	1
-4.20840601097615	-3.70840601097615	infinite	infinite	-1.1	2	2
-4.17887596374943	-3.67887596374943	finite	finite	-0.74	2	1
-4.16840601097615	-3.66840601097615	infinite	infinite	-1.06	2	2
-4.13887596374943	-3.63887596374943	finite	finite	-0.7	2	1
-4.12840601097615	-3.62840601097615	infinite	infinite	-1.02	2	2
-4.09887596374943	-3.59887596374943	finite	finite	-0.66	2	1
-4.08840601097615	-3.58840601097615	infinite	infinite	-0.98	2	2
-4.05887596374943	-3.55887596374943	finite	finite	-0.62	2	1
-4.04840601097615	-3.54840601097615	infinite	infinite	-0.94	2	2
-4.01887596374943	-3.51887596374943	finite	finite	-0.58	2	1
-4.00840601097615	-3.50840601097615	infinite	infinite	-0.9	2	2
-3.97887596374943	-3.47887596374943	finite	finite	-0.54	2	1
-3.96840601097615	-3.46840601097615	infinite	infinite	-0.86	2	2
-3.93887596374943	-3.43887596374943	finite	finite	-0.5	2	1
-3.92840601097615	-3.42840601097615	infinite	infinite	-0.82	2	2
-3.89887596374943	-3.39887596374943	finite	finite	-0.46	2	1
-3.88840601097615	-3.38840601097615	infinite	infinite	-0.78	2	2
-3.85887596374943	-3.35887596374943	finite	finite	-0.42	2	1
-3.84840601097615	-3.34840601097615	infinite	infinite	-0.74	2	2
-3.81887596374943	-3.31887596374943	finite	finite	-0.38	2	1
-3.80840601097615	-3.30840601097615	infinite	infinite	-0.7	2	2
-3.77887596374943	-3.27887596374943	finite	finite	-0.34	2	1
-3.76840601097615	-3.26840601097615	infinite	infinite	-0.66	2	2
-3.73887596374943	-3.23887596374943	finite	finite	-0.3	2	1
-3.72840601097615	-3.22840601097615	infinite	infinite	-0.62	2	2
-3.69887596374943	-3.19887596374943	finite	finite	-0.26	2	1
-3.68840601097615	-3.18840601097615	infinite	infinite	-0.58	2	2
-3.65887596374943	-3.15887596374943	finite	finite	-0.22	2	1
-3.64840601097615	-3.14840601097615	infinite	infinite	-0.54	2	2
-3.61887596374943	-3.11887596374943	finite	finite	-0.18	2	1
-3.60840601097615	-3.10840601097615	infinite	infinite	-0.5	2	2
-3.57887596374943	-3.07887596374943	finite	finite	-0.14	2	1
-3.56840601097615	-3.06840601097615	infinite	infinite	-0.46	2	2
-3.53887596374943	-3.03887596374943	finite	finite	-0.1	2	1
-3.52840601097615	-3.02840601097615	infinite	infinite	-0.42	2	2
-3.49887596374943	-2.99887596374943	finite	finite	-0.0600000000000001	2	1
-3.48840601097615	-2.98840601097615	infinite	infinite	-0.38	2	2
-3.45887596374943	-2.95887596374943	finite	finite	-0.02	2	1
-3.44840601097615	-2.94840601097615	infinite	infinite	-0.34	2	2
-3.41887596374943	-2.91887596374943	finite	finite	0.02	2	1
-3.40840601097615	-2.90840601097615	infinite	infinite	-0.3	2	2
-3.37887596374943	-2.87887596374943	finite	finite	0.0600000000000001	2	1
-3.36840601097615	-2.86840601097615	infinite	infinite	-0.26	2	2
-3.33887596374943	-2.83887596374943	finite	finite	0.1	2	1
-3.32840601097615	-2.82840601097615	infinite	infinite	-0.22	2	2
-3.29887596374943	-2.79887596374943	finite	finite	0.14	2	1
-3.28840601097615	-2.78840601097615	infinite	infinite	-0.18	2	2
-3.25887596374943	-2.75887596374943	finite	finite	0.18	2	1
-3.24840601097615	-2.74840601097615	infinite	infinite	-0.14	2	2
-3.21887596374943	-2.71887596374943	finite	finite	0.22	2	1
-3.20840601097615	-2.70840601097615	infinite	infinite	-0.1	2	2
-3.20840601097615	-2.70840601097615	infinite	infinite	-0.1	2	2
-3.17887596374943	-2.67887596374943	finite	finite	0.26	2	1
-3.16840601097615	-2.66840601097615	infinite	infinite	-0.0600000000000001	2	2
-3.13887596374943	-2.63887596374943	finite	finite	0.3	2	1
-3.12840601097615	-2.62840601097615	infinite	infinite	-0.02	2	2
-3.09887596374943	-2.59887596374943	finite	finite	0.34	2	1
-3.08840601097615	-2.58840601097615	infinite	infinite	0.02	2	2
-3.05887596374943	-2.55887596374943	finite	finite	0.38	2	1
-3.04840601097615	-2.54840601097615	infinite	infinite	0.0600000000000001	2	2
-3.01887596374943	-2.51887596374943	finite	finite	0.42	2	1
-3.00840601097615	-2.50840601097615	infinite	infinite	0.1	2	2
-2.97887596374943	-2.47887596374943	finite	finite	0.46	2	1
-2.96840601097615	-2.46840601097615	infinite	infinite	0.14	2	2
-2.93887596374943	-2.43887596374943	finite	finite	0.5	2	1
-2.92840601097615	-2.42840601097615	infinite	infinite	0.18	2	2
-2.89887596374943	-2.39887596374943	finite	finite	0.54	2	1
-2.88840601097615	-2.38840601097615	infinite	infinite	0.22	2	2
-2.85887596374943	-2.35887596374943	finite	finite	0.58	2	1
-2.84840601097615	-2.34840601097615	infinite	infinite	0.26	2	2
-2.81887596374943	-2.31887596374943	finite	finite	0.62	2	1
-2.80840601097615	-2.30840601097615	infinite	infinite	0.3	2	2
-2.77887596374943	-2.27887596374943	finite	finite	0.66	2	1
-2.76840601097615	-2.26840601097615	infinite	infinite	0.34	2	2
-2.73887596374943	-2.23887596374943	finite	finite	0.7	2	1
-2.72840601097615	-2.22840601097615	infinite	infinite	0.38	2	2
-2.69887596374943	-2.19887596374943	finite	finite	0.74	2	1
-2.68840601097615	-2.18840601097615	infinite	infinite	0.42	2	2
-2.65887596374943	-2.15887596374943	finite	finite	0.78	2	1
-2.64840601097615	-2.14840601097615	infinite	infinite	0.46	2	2
-2.61887596374943	-2.11887596374943	finite	finite	0.82	2	1
-2.60840601097615	-2.10840601097615	infinite	infinite	0.5	2	2
-2.57887596374943	-2.07887596374943	finite	finite	0.86	2	1
-2.56840601097615	-2.06840601097615	infinite	infinite	0.54	2	2
-2.53887596374943	-2.03887596374943	finite	finite	0.9	2	1
-2.52840601097615	-2.02840601097615	infinite	infinite	0.58	2	2
-2.49887596374943	-1.99887596374943	finite	finite	0.94	2	1
-2.48840601097615	-1.98840601097615	infinite	infinite	0.62	2	2
-2.45887596374943	-1.95887596374943	finite	finite	0.98	2	1
-2.44840601097615	-1.94840601097615	infinite	infinite	0.66	2	2
-2.41887596374943	-1.91887596374943	finite	finite	1.02	2	1
-2.40840601097615	-1.90840601097615	infinite	infinite	0.7	2	2
-2.37887596374943	-1.87887596374943	finite	finite	1.06	2	1
-2.36840601097615	-1.86840601097615	infinite	infinite	0.74	2	2
-2.33887596374943	-1.83887596374943	finite	finite	1.1	2	1
-2.32840601097615	-1.82840601097615	infinite	infinite	0.78	2	2
-2.29887596374943	-1.79887596374943	finite	finite	1.14	2	1
-2.28840601097615	-1.78840601097615	infinite	infinite	0.82	2	2
-2.25887596374943	-1.75887596374943	finite	finite	1.18	2	1
-2.24840601097615	-1.74840601097615	infinite	infinite	0.86	2	2
-2.21887596374943	-1.71887596374943	finite	finite	1.22	2	1
-2.20840601097615	-1.70840601097615	infinite	infinite	0.9	2	2
-2.17887596374943	-1.67887596374943	finite	finite	1.26	2	1
-2.16840601097615	-1.66840601097615	infinite	infinite	0.94	2	2
-2.13887596374943	-1.63887596374943	finite	finite	1.3	2	1
-2.12840601097615	-1.62840601097615	infinite	infinite	0.98	2	2
-2.09887596374943	-1.59887596374943	finite	finite	1.34	2	1
-2.08840601097615	-1.58840601097615	infinite	infinite	1.02	2	2
-2.05887596374943	-1.55887596374943	finite	finite	1.38	2	1
-2.04840601097615	-1.54840601097615	infinite	infinite	1.06	2	2
-2.01887596374943	-1.51887596374943	finite	finite	1.42	2	1
-2.00840601097615	-1.50840601097615	infinite	infinite	1.1	2	2
-1.97887596374943	-1.47887596374943	finite	finite	1.46	2	1
-1.96840601097615	-1.46840601097615	infinite	infinite	1.14	2	2
-1.93887596374943	-1.43887596374943	finite	finite	1.5	2	1
-1.92840601097615	-1.42840601097615	infinite	infinite	1.18	2	2
-1.89887596374943	-1.39887596374943	finite	finite	1.54	2	1
-1.88840601097615	-1.38840601097615	infinite	infinite	1.22	2	2
-1.85887596374943	-1.35887596374943	finite	finite	1.58	2	1
-1.84840601097615	-1.34840601097615	infinite	infinite	1.26	2	2
-1.81887596374943	-1.31887596374943	finite	finite	1.62	2	1
-1.80840601097615	-1.30840601097615	infinite	infinite	1.3	2	2
-1.77887596374943	-1.27887596374943	finite	finite	1.66	2	1
-1.76840601097615	-1.26840601097615	infinite	infinite	1.34	2	2
-1.73887596374943	-1.23887596374943	finite	finite	1.7	2	1
-1.72840601097615	-1.22840601097615	infinite	infinite	1.38	2	2
-1.69887596374943	-1.19887596374943	finite	finite	1.74	2	1
-1.68840601097615	-1.18840601097615	infinite	infinite	1.42	2	2
-1.65887596374943	-1.15887596374943	finite	finite	1.78	2	1
-1.64840601097615	-1.14840601097615	infinite	infinite	1.46	2	2
-1.61887596374943	-1.11887596374943	finite	finite	1.82	2	1
-1.60840601097615	-1.10840601097615	infinite	infinite	1.5	2	2
-1.57887596374943	-1.07887596374943	finite	finite	1.86	2	1
-1.56840601097615	-1.06840601097615	infinite	infinite	1.54	2	2
-1.53887596374943	-1.03887596374943	finite	finite	1.9	2	1
-1.52840601097615	-1.02840601097615	infinite	infinite	1.58	2	2
-1.49887596374943	-0.998875963749427	finite	finite	1.94	2	1
-1.48840601097615	-0.988406010976153	infinite	infinite	1.62	2	2
-1.45887596374943	-0.958875963749426	finite	finite	1.98	2	1
-1.44840601097615	-0.948406010976153	infinite	infinite	1.66	2	2
-1.40840601097615	-0.908406010976153	infinite	infinite	1.7	2	2
-1.36840601097615	-0.868406010976153	infinite	infinite	1.74	2	2
-1.32840601097615	-0.828406010976153	infinite	infinite	1.78	2	2
-1.28840601097615	-0.788406010976153	infinite	infinite	1.82	2	2
-1.24840601097615	-0.748406010976153	infinite	infinite	1.86	2	2
-1.20840601097615	-0.708406010976153	infinite	infinite	1.9	2	2
-1.16840601097615	-0.668406010976153	infinite	infinite	1.94	2	2
-1.12840601097615	-0.628406010976153	infinite	infinite	1.98	2	2
-6.04730962060694	-5.54730962060694	finite	finite	-2.1	3	1
-6.00730962060694	-5.50730962060694	finite	finite	-2.06	3	1
