xintercept	key	showSelected1	showSelected2	PANEL
40.8915525	40891552.5	-0.86	finite	1
42.4704305	42470430.5	-1.18	finite	1
42.4704305	42470430.5	-1.14	finite	1
42.4704305	42470430.5	-1.1	finite	1
42.4704305	42470430.5	-1.06	finite	1
42.4704305	42470430.5	-1.02	finite	1
42.4704305	42470430.5	-0.98	finite	1
42.4704305	42470430.5	-0.94	finite	1
42.4704305	42470430.5	-0.9	finite	1
42.4704305	42470430.5	-0.86	finite	1
59.336627	59336627	-1.18	finite	1
59.336627	59336627	-1.14	finite	1
59.336627	59336627	-1.1	finite	1
59.336627	59336627	-1.06	finite	1
59.336627	59336627	-1.02	finite	1
59.336627	59336627	-0.98	finite	1
59.336627	59336627	-0.94	finite	1
59.336627	59336627	-0.9	finite	1
59.336627	59336627	-0.86	finite	1
60.701622	60701622	-1.18	finite	1
60.701622	60701622	-1.14	finite	1
60.701622	60701622	-1.1	finite	1
60.701622	60701622	-1.06	finite	1
60.701622	60701622	-1.02	finite	1
60.701622	60701622	-0.98	finite	1
60.701622	60701622	-0.94	finite	1
60.701622	60701622	-0.9	finite	1
60.701622	60701622	-0.86	finite	1
69.560643	69560643	-1.18	finite	1
69.560643	69560643	-1.14	finite	1
69.560643	69560643	-1.1	finite	1
69.560643	69560643	-1.06	finite	1
69.560643	69560643	-1.02	finite	1
69.560643	69560643	-0.98	finite	1
69.560643	69560643	-0.94	finite	1
69.560643	69560643	-0.9	finite	1
69.560643	69560643	-0.86	finite	1
70.2266945	70226694.5	-1.18	finite	1
70.2266945	70226694.5	-1.14	finite	1
70.2266945	70226694.5	-1.1	finite	1
70.2266945	70226694.5	-1.06	finite	1
70.2266945	70226694.5	-1.02	finite	1
70.2266945	70226694.5	-0.98	finite	1
70.2266945	70226694.5	-0.94	finite	1
70.2266945	70226694.5	-0.9	finite	1
70.2266945	70226694.5	-0.86	finite	1
1.9970325	1997032.5	-1.3	finite	1
1.9970325	1997032.5	-1.26	finite	1
1.9970325	1997032.5	-1.22	finite	1
40.8915525	40891552.5	-1.3	finite	1
40.8915525	40891552.5	-1.26	finite	1
40.8915525	40891552.5	-1.22	finite	1
42.4704305	42470430.5	-1.3	finite	1
42.4704305	42470430.5	-1.26	finite	1
42.4704305	42470430.5	-1.22	finite	1
59.336627	59336627	-1.3	finite	1
59.336627	59336627	-1.26	finite	1
59.336627	59336627	-1.22	finite	1
60.701622	60701622	-1.3	finite	1
60.701622	60701622	-1.26	finite	1
60.701622	60701622	-1.22	finite	1
69.560643	69560643	-1.3	finite	1
69.560643	69560643	-1.26	finite	1
69.560643	69560643	-1.22	finite	1
70.2266945	70226694.5	-1.3	finite	1
70.2266945	70226694.5	-1.26	finite	1
70.2266945	70226694.5	-1.22	finite	1
115.210265	115210265	-1.3	finite	1
115.210265	115210265	-1.26	finite	1
115.210265	115210265	-1.22	finite	1
116.4890755	116489075.5	-1.3	finite	1
116.4890755	116489075.5	-1.26	finite	1
116.4890755	116489075.5	-1.22	finite	1
1.9970325	1997032.5	-1.5	finite	1
1.9970325	1997032.5	-1.46	finite	1
1.9970325	1997032.5	-1.42	finite	1
1.9970325	1997032.5	-1.38	finite	1
1.9970325	1997032.5	-1.34	finite	1
40.8915525	40891552.5	-1.5	finite	1
40.8915525	40891552.5	-1.46	finite	1
40.8915525	40891552.5	-1.42	finite	1
40.8915525	40891552.5	-1.38	finite	1
40.8915525	40891552.5	-1.34	finite	1
42.4704305	42470430.5	-1.5	finite	1
42.4704305	42470430.5	-1.46	finite	1
42.4704305	42470430.5	-1.42	finite	1
42.4704305	42470430.5	-1.38	finite	1
42.4704305	42470430.5	-1.34	finite	1
56.7573425	56757342.5	-1.5	finite	1
56.7573425	56757342.5	-1.46	finite	1
56.7573425	56757342.5	-1.42	finite	1
56.7573425	56757342.5	-1.38	finite	1
56.7573425	56757342.5	-1.34	finite	1
59.336627	59336627	-1.5	finite	1
59.336627	59336627	-1.46	finite	1
59.336627	59336627	-1.42	finite	1
59.336627	59336627	-1.38	finite	1
59.336627	59336627	-1.34	finite	1
60.701622	60701622	-1.5	finite	1
60.701622	60701622	-1.46	finite	1
60.701622	60701622	-1.42	finite	1
60.701622	60701622	-1.38	finite	1
60.701622	60701622	-1.34	finite	1
69.560643	69560643	-1.5	finite	1
69.560643	69560643	-1.46	finite	1
69.560643	69560643	-1.42	finite	1
69.560643	69560643	-1.38	finite	1
69.560643	69560643	-1.34	finite	1
70.2266945	70226694.5	-1.5	finite	1
70.2266945	70226694.5	-1.46	finite	1
70.2266945	70226694.5	-1.42	finite	1
70.2266945	70226694.5	-1.38	finite	1
70.2266945	70226694.5	-1.34	finite	1
115.210265	115210265	-1.5	finite	1
115.210265	115210265	-1.46	finite	1
115.210265	115210265	-1.42	finite	1
115.210265	115210265	-1.38	finite	1
115.210265	115210265	-1.34	finite	1
116.4890755	116489075.5	-1.5	finite	1
116.4890755	116489075.5	-1.46	finite	1
116.4890755	116489075.5	-1.42	finite	1
116.4890755	116489075.5	-1.38	finite	1
116.4890755	116489075.5	-1.34	finite	1
1.9970325	1997032.5	-1.54	finite	1
40.8915525	40891552.5	-1.54	finite	1
42.4704305	42470430.5	-1.54	finite	1
56.7573425	56757342.5	-1.54	finite	1
59.336627	59336627	-1.54	finite	1
60.701622	60701622	-1.54	finite	1
69.560643	69560643	-1.54	finite	1
70.2266945	70226694.5	-1.54	finite	1
115.210265	115210265	-1.54	finite	1
116.4890755	116489075.5	-1.54	finite	1
120.3325345	120332534.5	-1.54	finite	1
123.064456	123064456	-1.54	finite	1
124.2221055	124222105.5	-1.54	finite	1
1.9970325	1997032.5	-1.62	finite	1
1.9970325	1997032.5	-1.58	finite	1
40.8915525	40891552.5	-1.62	finite	1
40.8915525	40891552.5	-1.58	finite	1
42.4704305	42470430.5	-1.62	finite	1
42.4704305	42470430.5	-1.58	finite	1
56.7573425	56757342.5	-1.62	finite	1
56.7573425	56757342.5	-1.58	finite	1
59.336627	59336627	-1.62	finite	1
59.336627	59336627	-1.58	finite	1
60.701622	60701622	-1.62	finite	1
60.701622	60701622	-1.58	finite	1
69.560643	69560643	-1.62	finite	1
69.560643	69560643	-1.58	finite	1
70.2266945	70226694.5	-1.62	finite	1
70.2266945	70226694.5	-1.58	finite	1
73.807176	73807176	-1.62	finite	1
73.807176	73807176	-1.58	finite	1
75.591149	75591149	-1.62	finite	1
75.591149	75591149	-1.58	finite	1
89.54329	89543290	-1.62	finite	1
89.54329	89543290	-1.58	finite	1
90.3219695	90321969.5	-1.62	finite	1
90.3219695	90321969.5	-1.58	finite	1
115.210265	115210265	-1.62	finite	1
115.210265	115210265	-1.58	finite	1
116.4890755	116489075.5	-1.62	finite	1
116.4890755	116489075.5	-1.58	finite	1
120.3325345	120332534.5	-1.62	finite	1
120.3325345	120332534.5	-1.58	finite	1
123.064456	123064456	-1.62	finite	1
123.064456	123064456	-1.58	finite	1
124.2221055	124222105.5	-1.62	finite	1
124.2221055	124222105.5	-1.58	finite	1
1.9970325	1997032.5	-2.1	finite	1
1.9970325	1997032.5	-2.06	finite	1
1.9970325	1997032.5	-2.02	finite	1
1.9970325	1997032.5	-1.98	finite	1
1.9970325	1997032.5	-1.94	finite	1
1.9970325	1997032.5	-1.9	finite	1
1.9970325	1997032.5	-1.86	finite	1
1.9970325	1997032.5	-1.82	finite	1
1.9970325	1997032.5	-1.78	finite	1
1.9970325	1997032.5	-1.74	finite	1
1.9970325	1997032.5	-1.7	finite	1
1.9970325	1997032.5	-1.66	finite	1
16.217562	16217562	-2.1	finite	1
16.217562	16217562	-2.06	finite	1
16.217562	16217562	-2.02	finite	1
16.217562	16217562	-1.98	finite	1
16.217562	16217562	-1.94	finite	1
16.217562	16217562	-1.9	finite	1
16.217562	16217562	-1.86	finite	1
16.217562	16217562	-1.82	finite	1
16.217562	16217562	-1.78	finite	1
16.217562	16217562	-1.74	finite	1
16.217562	16217562	-1.7	finite	1
16.217562	16217562	-1.66	finite	1
27.6041745	27604174.5	-2.1	finite	1
27.6041745	27604174.5	-2.06	finite	1
27.6041745	27604174.5	-2.02	finite	1
27.6041745	27604174.5	-1.98	finite	1
27.6041745	27604174.5	-1.94	finite	1
27.6041745	27604174.5	-1.9	finite	1
27.6041745	27604174.5	-1.86	finite	1
27.6041745	27604174.5	-1.82	finite	1
27.6041745	27604174.5	-1.78	finite	1
27.6041745	27604174.5	-1.74	finite	1
27.6041745	27604174.5	-1.7	finite	1
27.6041745	27604174.5	-1.66	finite	1
40.8915525	40891552.5	-2.1	finite	1
40.8915525	40891552.5	-2.06	finite	1
40.8915525	40891552.5	-2.02	finite	1
40.8915525	40891552.5	-1.98	finite	1
40.8915525	40891552.5	-1.94	finite	1
40.8915525	40891552.5	-1.9	finite	1
40.8915525	40891552.5	-1.86	finite	1
40.8915525	40891552.5	-1.82	finite	1
40.8915525	40891552.5	-1.78	finite	1
40.8915525	40891552.5	-1.74	finite	1
40.8915525	40891552.5	-1.7	finite	1
40.8915525	40891552.5	-1.66	finite	1
42.4704305	42470430.5	-2.1	finite	1
42.4704305	42470430.5	-2.06	finite	1
42.4704305	42470430.5	-2.02	finite	1
42.4704305	42470430.5	-1.98	finite	1
42.4704305	42470430.5	-1.94	finite	1
42.4704305	42470430.5	-1.9	finite	1
42.4704305	42470430.5	-1.86	finite	1
42.4704305	42470430.5	-1.82	finite	1
42.4704305	42470430.5	-1.78	finite	1
42.4704305	42470430.5	-1.74	finite	1
42.4704305	42470430.5	-1.7	finite	1
42.4704305	42470430.5	-1.66	finite	1
56.7573425	56757342.5	-2.1	finite	1
56.7573425	56757342.5	-2.06	finite	1
56.7573425	56757342.5	-2.02	finite	1
56.7573425	56757342.5	-1.98	finite	1
56.7573425	56757342.5	-1.94	finite	1
56.7573425	56757342.5	-1.9	finite	1
56.7573425	56757342.5	-1.86	finite	1
56.7573425	56757342.5	-1.82	finite	1
56.7573425	56757342.5	-1.78	finite	1
56.7573425	56757342.5	-1.74	finite	1
56.7573425	56757342.5	-1.7	finite	1
56.7573425	56757342.5	-1.66	finite	1
59.336627	59336627	-2.1	finite	1
59.336627	59336627	-2.06	finite	1
59.336627	59336627	-2.02	finite	1
59.336627	59336627	-1.98	finite	1
59.336627	59336627	-1.94	finite	1
59.336627	59336627	-1.9	finite	1
59.336627	59336627	-1.86	finite	1
59.336627	59336627	-1.82	finite	1
59.336627	59336627	-1.78	finite	1
59.336627	59336627	-1.74	finite	1
59.336627	59336627	-1.7	finite	1
59.336627	59336627	-1.66	finite	1
60.701622	60701622	-2.1	finite	1
60.701622	60701622	-2.06	finite	1
60.701622	60701622	-2.02	finite	1
60.701622	60701622	-1.98	finite	1
60.701622	60701622	-1.94	finite	1
60.701622	60701622	-1.9	finite	1
60.701622	60701622	-1.86	finite	1
60.701622	60701622	-1.82	finite	1
60.701622	60701622	-1.78	finite	1
60.701622	60701622	-1.74	finite	1
60.701622	60701622	-1.7	finite	1
60.701622	60701622	-1.66	finite	1
69.560643	69560643	-2.1	finite	1
69.560643	69560643	-2.06	finite	1
69.560643	69560643	-2.02	finite	1
69.560643	69560643	-1.98	finite	1
69.560643	69560643	-1.94	finite	1
69.560643	69560643	-1.9	finite	1
69.560643	69560643	-1.86	finite	1
69.560643	69560643	-1.82	finite	1
69.560643	69560643	-1.78	finite	1
69.560643	69560643	-1.74	finite	1
69.560643	69560643	-1.7	finite	1
69.560643	69560643	-1.66	finite	1
70.2266945	70226694.5	-2.1	finite	1
70.2266945	70226694.5	-2.06	finite	1
70.2266945	70226694.5	-2.02	finite	1
70.2266945	70226694.5	-1.98	finite	1
70.2266945	70226694.5	-1.94	finite	1
70.2266945	70226694.5	-1.9	finite	1
70.2266945	70226694.5	-1.86	finite	1
70.2266945	70226694.5	-1.82	finite	1
70.2266945	70226694.5	-1.78	finite	1
70.2266945	70226694.5	-1.74	finite	1
70.2266945	70226694.5	-1.7	finite	1
70.2266945	70226694.5	-1.66	finite	1
73.807176	73807176	-2.1	finite	1
73.807176	73807176	-2.06	finite	1
73.807176	73807176	-2.02	finite	1
73.807176	73807176	-1.98	finite	1
73.807176	73807176	-1.94	finite	1
73.807176	73807176	-1.9	finite	1
73.807176	73807176	-1.86	finite	1
73.807176	73807176	-1.82	finite	1
73.807176	73807176	-1.78	finite	1
73.807176	73807176	-1.74	finite	1
73.807176	73807176	-1.7	finite	1
73.807176	73807176	-1.66	finite	1
75.591149	75591149	-2.1	finite	1
75.591149	75591149	-2.06	finite	1
75.591149	75591149	-2.02	finite	1
75.591149	75591149	-1.98	finite	1
75.591149	75591149	-1.94	finite	1
75.591149	75591149	-1.9	finite	1
75.591149	75591149	-1.86	finite	1
75.591149	75591149	-1.82	finite	1
75.591149	75591149	-1.78	finite	1
75.591149	75591149	-1.74	finite	1
75.591149	75591149	-1.7	finite	1
75.591149	75591149	-1.66	finite	1
89.54329	89543290	-2.1	finite	1
89.54329	89543290	-2.06	finite	1
89.54329	89543290	-2.02	finite	1
89.54329	89543290	-1.98	finite	1
89.54329	89543290	-1.94	finite	1
89.54329	89543290	-1.9	finite	1
89.54329	89543290	-1.86	finite	1
89.54329	89543290	-1.82	finite	1
89.54329	89543290	-1.78	finite	1
89.54329	89543290	-1.74	finite	1
89.54329	89543290	-1.7	finite	1
89.54329	89543290	-1.66	finite	1
90.3219695	90321969.5	-2.1	finite	1
90.3219695	90321969.5	-2.06	finite	1
90.3219695	90321969.5	-2.02	finite	1
90.3219695	90321969.5	-1.98	finite	1
90.3219695	90321969.5	-1.94	finite	1
90.3219695	90321969.5	-1.9	finite	1
90.3219695	90321969.5	-1.86	finite	1
90.3219695	90321969.5	-1.82	finite	1
90.3219695	90321969.5	-1.78	finite	1
90.3219695	90321969.5	-1.74	finite	1
90.3219695	90321969.5	-1.7	finite	1
90.3219695	90321969.5	-1.66	finite	1
115.210265	115210265	-2.1	finite	1
115.210265	115210265	-2.06	finite	1
115.210265	115210265	-2.02	finite	1
115.210265	115210265	-1.98	finite	1
115.210265	115210265	-1.94	finite	1
115.210265	115210265	-1.9	finite	1
115.210265	115210265	-1.86	finite	1
115.210265	115210265	-1.82	finite	1
115.210265	115210265	-1.78	finite	1
115.210265	115210265	-1.74	finite	1
115.210265	115210265	-1.7	finite	1
115.210265	115210265	-1.66	finite	1
116.4890755	116489075.5	-2.1	finite	1
116.4890755	116489075.5	-2.06	finite	1
116.4890755	116489075.5	-2.02	finite	1
116.4890755	116489075.5	-1.98	finite	1
116.4890755	116489075.5	-1.94	finite	1
116.4890755	116489075.5	-1.9	finite	1
116.4890755	116489075.5	-1.86	finite	1
116.4890755	116489075.5	-1.82	finite	1
116.4890755	116489075.5	-1.78	finite	1
116.4890755	116489075.5	-1.74	finite	1
116.4890755	116489075.5	-1.7	finite	1
116.4890755	116489075.5	-1.66	finite	1
120.3325345	120332534.5	-2.1	finite	1
120.3325345	120332534.5	-2.06	finite	1
120.3325345	120332534.5	-2.02	finite	1
120.3325345	120332534.5	-1.98	finite	1
120.3325345	120332534.5	-1.94	finite	1
120.3325345	120332534.5	-1.9	finite	1
120.3325345	120332534.5	-1.86	finite	1
120.3325345	120332534.5	-1.82	finite	1
120.3325345	120332534.5	-1.78	finite	1
120.3325345	120332534.5	-1.74	finite	1
120.3325345	120332534.5	-1.7	finite	1
120.3325345	120332534.5	-1.66	finite	1
123.064456	123064456	-2.1	finite	1
123.064456	123064456	-2.06	finite	1
123.064456	123064456	-2.02	finite	1
123.064456	123064456	-1.98	finite	1
123.064456	123064456	-1.94	finite	1
123.064456	123064456	-1.9	finite	1
123.064456	123064456	-1.86	finite	1
123.064456	123064456	-1.82	finite	1
123.064456	123064456	-1.78	finite	1
123.064456	123064456	-1.74	finite	1
123.064456	123064456	-1.7	finite	1
123.064456	123064456	-1.66	finite	1
124.2221055	124222105.5	-2.1	finite	1
124.2221055	124222105.5	-2.06	finite	1
124.2221055	124222105.5	-2.02	finite	1
124.2221055	124222105.5	-1.98	finite	1
124.2221055	124222105.5	-1.94	finite	1
124.2221055	124222105.5	-1.9	finite	1
124.2221055	124222105.5	-1.86	finite	1
124.2221055	124222105.5	-1.82	finite	1
124.2221055	124222105.5	-1.78	finite	1
124.2221055	124222105.5	-1.74	finite	1
124.2221055	124222105.5	-1.7	finite	1
124.2221055	124222105.5	-1.66	finite	1
1.9970325	1997032.5	-0.14	infinite	2
1.9970325	1997032.5	-0.1	infinite	2
69.560643	69560643	-0.34	infinite	2
69.560643	69560643	-0.3	infinite	2
69.560643	69560643	-0.26	infinite	2
69.560643	69560643	-0.22	infinite	2
69.560643	69560643	-0.18	infinite	2
70.2266945	70226694.5	-0.34	infinite	2
70.2266945	70226694.5	-0.3	infinite	2
70.2266945	70226694.5	-0.26	infinite	2
70.2266945	70226694.5	-0.22	infinite	2
70.2266945	70226694.5	-0.18	infinite	2
1.9970325	1997032.5	-0.74	infinite	2
1.9970325	1997032.5	-0.7	infinite	2
1.9970325	1997032.5	-0.66	infinite	2
1.9970325	1997032.5	-0.62	infinite	2
1.9970325	1997032.5	-0.58	infinite	2
1.9970325	1997032.5	-0.54	infinite	2
1.9970325	1997032.5	-0.5	infinite	2
1.9970325	1997032.5	-0.46	infinite	2
1.9970325	1997032.5	-0.42	infinite	2
1.9970325	1997032.5	-0.38	infinite	2
69.560643	69560643	-0.74	infinite	2
69.560643	69560643	-0.7	infinite	2
69.560643	69560643	-0.66	infinite	2
69.560643	69560643	-0.62	infinite	2
69.560643	69560643	-0.58	infinite	2
69.560643	69560643	-0.54	infinite	2
69.560643	69560643	-0.5	infinite	2
69.560643	69560643	-0.46	infinite	2
69.560643	69560643	-0.42	infinite	2
69.560643	69560643	-0.38	infinite	2
70.2266945	70226694.5	-0.74	infinite	2
70.2266945	70226694.5	-0.7	infinite	2
70.2266945	70226694.5	-0.66	infinite	2
70.2266945	70226694.5	-0.62	infinite	2
70.2266945	70226694.5	-0.58	infinite	2
70.2266945	70226694.5	-0.54	infinite	2
70.2266945	70226694.5	-0.5	infinite	2
70.2266945	70226694.5	-0.46	infinite	2
70.2266945	70226694.5	-0.42	infinite	2
70.2266945	70226694.5	-0.38	infinite	2
1.9970325	1997032.5	-1.1	infinite	2
1.9970325	1997032.5	-1.06	infinite	2
1.9970325	1997032.5	-1.02	infinite	2
1.9970325	1997032.5	-0.98	infinite	2
1.9970325	1997032.5	-0.94	infinite	2
1.9970325	1997032.5	-0.9	infinite	2
1.9970325	1997032.5	-0.86	infinite	2
1.9970325	1997032.5	-0.82	infinite	2
1.9970325	1997032.5	-0.78	infinite	2
40.8915525	40891552.5	-1.1	infinite	2
40.8915525	40891552.5	-1.06	infinite	2
40.8915525	40891552.5	-1.02	infinite	2
40.8915525	40891552.5	-0.98	infinite	2
40.8915525	40891552.5	-0.94	infinite	2
40.8915525	40891552.5	-0.9	infinite	2
40.8915525	40891552.5	-0.86	infinite	2
40.8915525	40891552.5	-0.82	infinite	2
40.8915525	40891552.5	-0.78	infinite	2
42.4704305	42470430.5	-1.1	infinite	2
42.4704305	42470430.5	-1.06	infinite	2
42.4704305	42470430.5	-1.02	infinite	2
42.4704305	42470430.5	-0.98	infinite	2
42.4704305	42470430.5	-0.94	infinite	2
42.4704305	42470430.5	-0.9	infinite	2
42.4704305	42470430.5	-0.86	infinite	2
42.4704305	42470430.5	-0.82	infinite	2
42.4704305	42470430.5	-0.78	infinite	2
69.560643	69560643	-1.1	infinite	2
69.560643	69560643	-1.06	infinite	2
69.560643	69560643	-1.02	infinite	2
69.560643	69560643	-0.98	infinite	2
69.560643	69560643	-0.94	infinite	2
69.560643	69560643	-0.9	infinite	2
69.560643	69560643	-0.86	infinite	2
69.560643	69560643	-0.82	infinite	2
69.560643	69560643	-0.78	infinite	2
70.2266945	70226694.5	-1.1	infinite	2
70.2266945	70226694.5	-1.06	infinite	2
70.2266945	70226694.5	-1.02	infinite	2
70.2266945	70226694.5	-0.98	infinite	2
70.2266945	70226694.5	-0.94	infinite	2
70.2266945	70226694.5	-0.9	infinite	2
70.2266945	70226694.5	-0.86	infinite	2
70.2266945	70226694.5	-0.82	infinite	2
70.2266945	70226694.5	-0.78	infinite	2
1.9970325	1997032.5	-1.46	infinite	2
1.9970325	1997032.5	-1.42	infinite	2
1.9970325	1997032.5	-1.38	infinite	2
1.9970325	1997032.5	-1.34	infinite	2
1.9970325	1997032.5	-1.3	infinite	2
1.9970325	1997032.5	-1.26	infinite	2
1.9970325	1997032.5	-1.22	infinite	2
1.9970325	1997032.5	-1.18	infinite	2
1.9970325	1997032.5	-1.14	infinite	2
40.8915525	40891552.5	-1.46	infinite	2
40.8915525	40891552.5	-1.42	infinite	2
40.8915525	40891552.5	-1.38	infinite	2
40.8915525	40891552.5	-1.34	infinite	2
40.8915525	40891552.5	-1.3	infinite	2
40.8915525	40891552.5	-1.26	infinite	2
40.8915525	40891552.5	-1.22	infinite	2
40.8915525	40891552.5	-1.18	infinite	2
40.8915525	40891552.5	-1.14	infinite	2
42.4704305	42470430.5	-1.46	infinite	2
42.4704305	42470430.5	-1.42	infinite	2
42.4704305	42470430.5	-1.38	infinite	2
42.4704305	42470430.5	-1.34	infinite	2
42.4704305	42470430.5	-1.3	infinite	2
42.4704305	42470430.5	-1.26	infinite	2
42.4704305	42470430.5	-1.22	infinite	2
42.4704305	42470430.5	-1.18	infinite	2
42.4704305	42470430.5	-1.14	infinite	2
59.336627	59336627	-1.46	infinite	2
59.336627	59336627	-1.42	infinite	2
59.336627	59336627	-1.38	infinite	2
59.336627	59336627	-1.34	infinite	2
59.336627	59336627	-1.3	infinite	2
59.336627	59336627	-1.26	infinite	2
59.336627	59336627	-1.22	infinite	2
59.336627	59336627	-1.18	infinite	2
59.336627	59336627	-1.14	infinite	2
60.701622	60701622	-1.46	infinite	2
60.701622	60701622	-1.42	infinite	2
60.701622	60701622	-1.38	infinite	2
60.701622	60701622	-1.34	infinite	2
60.701622	60701622	-1.3	infinite	2
60.701622	60701622	-1.26	infinite	2
60.701622	60701622	-1.22	infinite	2
60.701622	60701622	-1.18	infinite	2
60.701622	60701622	-1.14	infinite	2
69.560643	69560643	-1.46	infinite	2
69.560643	69560643	-1.42	infinite	2
69.560643	69560643	-1.38	infinite	2
69.560643	69560643	-1.34	infinite	2
69.560643	69560643	-1.3	infinite	2
69.560643	69560643	-1.26	infinite	2
69.560643	69560643	-1.22	infinite	2
69.560643	69560643	-1.18	infinite	2
69.560643	69560643	-1.14	infinite	2
70.2266945	70226694.5	-1.46	infinite	2
70.2266945	70226694.5	-1.42	infinite	2
70.2266945	70226694.5	-1.38	infinite	2
70.2266945	70226694.5	-1.34	infinite	2
70.2266945	70226694.5	-1.3	infinite	2
70.2266945	70226694.5	-1.26	infinite	2
70.2266945	70226694.5	-1.22	infinite	2
70.2266945	70226694.5	-1.18	infinite	2
70.2266945	70226694.5	-1.14	infinite	2
1.9970325	1997032.5	-1.58	infinite	2
1.9970325	1997032.5	-1.54	infinite	2
1.9970325	1997032.5	-1.5	infinite	2
40.8915525	40891552.5	-1.58	infinite	2
40.8915525	40891552.5	-1.54	infinite	2
40.8915525	40891552.5	-1.5	infinite	2
42.4704305	42470430.5	-1.58	infinite	2
42.4704305	42470430.5	-1.54	infinite	2
42.4704305	42470430.5	-1.5	infinite	2
59.336627	59336627	-1.58	infinite	2
59.336627	59336627	-1.54	infinite	2
59.336627	59336627	-1.5	infinite	2
